key	value	YENİSİ
27.sura.2.titles.40	Divine Commandments to All Jews: “You Shall Believe in This Quran.” 	Tüm Yahudilere Göksel Buyruklar: “Bu Kuran’a İnanın.”
27.notes.data[0]	*2:37 Similarly, God has given us specific, mathematically coded words, the words of Sura 1, to establish contact with Him (see Footnote 1:1 and Appendix 15).	*2:37 Benzer şekilde, Tanrı bizim O’nunla iletişim kurmamız için matematiksel olarak kodlanmış spesifik kelimeleri: 1. Sure'nin kelimelerini bize vermiştir (Dipnot 1:1 ve Ek 15’e bakınız).
28.page[0]	6	6
28.page[1]	The Heifer (Al-Baqarah) 2:49-60	Düve (El-Bakara) 2:49-60
28.sura.2.verses.49	Recall that we saved you from Pharaoh’s people who inflicted upon you the worst persecution, slaying your sons and sparing your daughters. That was an exacting test from your Lord.	Hani, size en ağır zulmü uygulayan, oğullarınızı katledip kızlarınızı sağ bırakan Firavun’un adamlarından sizi kurtarmıştık. Bu, Rabbinizden zorlu bir testti.
28.sura.2.verses.50	Recall that we parted the sea for you; we saved you and drowned Pharaoh’s people before your eyes.	Hani sizin için denizi ayırarak sizi kurtarmış ve Firavun'un adamlarını gözünüzün önünde suda boğmuştuk.
28.sura.2.verses.51	Yet, when we summoned Moses for forty nights, you worshiped the calf in his absence, and turned wicked.*	Ne var ki Musa'yı kırk gece için çağırdığımızda, onun yokluğunda buzağıya taptınız ve kötülerden oldunuz.*
28.sura.2.verses.52	Still, we pardoned you thereafter that you may be appreciative.	Yine de bundan sonra minnettar olasınız diye sizi affettik.
28.sura.2.verses.53	Recall that we gave Moses scripture and the statute book, that you may be guided.	Hani Musa'ya kutsal yazı ve yasa kitabını vermiştik ki rehberlik edilesiniz.
28.sura.2.verses.54	Recall that Moses said to his people, “O my people, you have wronged your souls by worshiping the calf. You must repent to your Creator. You shall kill your egos. This is better for you in the sight of your Creator.” He did redeem you. He is the Redeemer, Most Merciful.	Hani Musa halkına, “Ey halkım, buzağıya tapmakla nefsinize haksızlık ettiniz. Yaratıcınıza tövbe etmek zorundasınız. Egonuzu öldürün. Bu Yaratıcınızın nezdinde sizin için daha iyidir” demişti. O sizi kurtardı. O, yegâne Kurtarıcıdır, En Merhametli Olandır.
28.sura.2.verses.55	Recall that you said, “O Moses, we will not believe unless we see GOD, physically.” Consequently, the lightning struck you, as you looked.	Hani siz, “Ey Musa, biz TANRI'yı fiziksel olarak görmedikçe inanmayız.” demiştiniz. Bunun sonucunda, siz bakınırken size yıldırım çarptı.
28.sura.2.verses.56	We then revived you, after you had died, that you may be appreciative.	Siz öldükten sonra, minnettar olasınız diye, biz çok geçmeden sizi yeniden canlandırdık.
28.sura.2.verses.57	We shaded you with clouds (in Sinai), and sent down to you manna and quails: “Eat from the good things we provided for you.” They did not hurt us (by rebelling); they only hurt their own souls.	Sizi (Sina'da) bulutlarla gölgelendirdik ve size kudret helvası ve bıldırcın indirdik:"Size temin ettiğimiz iyi şeylerden yiyin." Onlar (isyan ederek) bize zarar vermediler; onlar sadece kendi nefislerine zarar verdiler.
28.sura.2.verses.58	Recall that we said, “Enter this town, where you will find as many provisions as you like. Just enter the gate humbly, and treat the people nicely. We will then forgive your sins, and increase the reward for the pious.”	Hani biz, “Şu beldeye girin, orada istediğiniz kadar rızık bulacaksınız. Şimdi kapıdan alçak gönüllülükle girin ve insanlara iyi davranın. O zaman günahlarınızı bağışlayacak ve takva sahibi olanlar için ödülü artıracağız” demiştik.
28.sura.2.verses.59	But the wicked among them carried out commands other than the commands given to them. Consequently, we sent down upon the transgressors condemnation from the sky, due to their wickedness.	Fakat aralarındaki kötüler, kendilerine verilen emirlerden başka emirleri yerine getirdiler. Bunun sonucunda biz de, kötülükleri yüzünden, haddi aşanların üzerlerine gökten bir kınama indirdik.
28.sura.2.verses.60	Recall that Moses sought water for his people. We said, “Strike the rock with your staff.” Whereupon, twelve springs gushed out therefrom. The members of each tribe knew their own water. Eat and drink from GOD’s provisions, and do not roam the earth corruptingly.	Hani Musa halkı için su aramıştı. Biz, “Asanla o kayaya vur” demiştik. Sonrasında oradan on iki pınar fışkırdı. Her bir kabilenin üyeleri kendi suyunu bildi. TANRI'nın rızıklarından yiyip için ve yeryüzünde bozgunculuk yaparak dolaşmayın.
28.sura.2.titles.54	Kill Your Ego*	Egonu Öldür*
28.sura.2.titles.55	Physical Evidence*	Fiziksel Delil*
28.sura.2.titles.58	Lack of Confidence in God:\nThey Refuse to Enter Jerusalem	Tanrı'ya Güven Eksikliği: Kudüs'e Girmeyi Reddediyorlar
28.sura.2.titles.60	More Miracles	Daha Fazla Mucize
28.notes.data[0]	*2:51 This incident reflects the humans’ idolatrous tendency. Despite the profound miracles, Moses’ followers worshiped the calf in his absence, and Moses ended up with only two believers (5:23). As pointed out in the Introduction, the humans are rebels whose egos are their gods.	*2:51 Bu olay, insanların putperestliğe eğilimini yansıtır. Esaslı mucizelere rağmen, Musa’nın yokluğunda takipçileri buzağıya tapmış ve Musa sonunda sadece iki inananla kalmıştır (5:23). Giriş bölümünde de açıkça gösterildiği gibi, insanlar egolarını tanrı edinmiş isyankârlardır.
28.notes.data[1]	*2:54 It is the ego that led to Satan’s fall. It is the ego that caused our exile to this world, and it is the ego that is keeping most of us from redemption to God’s Kingdom.	*2:54 Şeytan’ın düşüşüne yol açan şey egodur. Bu dünyaya sürülmemize yol açan şey egodur ve birçoğumuzu Tanrı’nın Krallığı’na geri dönüşten alıkoyan şey de egodur.
28.notes.data[2]	*2:55 It is noteworthy that the word “GOD” in this verse is the 19th occurrence, and this is the verse where the people demanded “physical evidence.” The Quran’s mathematical code, based on the number 19, provides such physical evidence. Note also that 2 + 55 = 57=19x3.	*2:55 Bu ayetteki “TANRI” kelimesinin 19'uncu geçişi olması ve bunun da insanların “fiziksel delil” istediği ayet olması takdire değerdir. Kuran’ın 19 sayısına dayanan matematiksel kodu böyle bir fiziksel delil sunmaktadır. Ayrıca 2 + 55 = 57 = 19 x 3 olduğuna dikkat edin.
29.page[0]	The Heifer (Al-Baqarah) 2:61-71	Düve (El-Bakara) 2:61-71
29.page[1]	7	7
29.sura.2.verses.61	Recall that you said, “O Moses, we can no longer tolerate one kind of food. Call upon your Lord to produce for us such earthly crops as beans, cucumbers, garlic, lentils, and onions.” He said, “Do you wish to substitute that which is inferior for that which is good? Go down to Egypt, where you can find what you asked for.” They have incurred condemnation, humiliation, and disgrace, and brought upon themselves wrath from GOD. This is because they rejected GOD’s revelations, and killed the prophets unjustly. This is because they disobeyed and transgressed.	Hani siz, “Ey Musa, bir çeşit yiyeceğe daha fazla tahammül edemeyiz. Rabbine çağrıda bulun da bakla, salatalık, sarımsak, mercimek ve soğan gibi yeryüzündeki ürünleri bizim için temin etsin.” demiştiniz. O da, “Güzel olanı bayağı olanla mı değiştirmek istiyorsunuz? Mısır'a inin, orada istediğinizi bulabilirsiniz.” demişti. Onlar da kınama, aşağılanma ve rezilliği üzerlerine çekip kendi başlarına TANRI'dan gazabı getirmişlerdi. Bunun nedeni onların TANRI'nın vahiylerini reddetmeleri ve peygamberleri haksız yere öldürmeleriydi. Çünkü onlar itaatsizlik edip haddi aştılar.
29.sura.2.verses.62	Surely, those who believe, those who are Jewish, the Christians, and the converts; anyone who (1) believes in GOD, and (2) believes in the Last Day, and (3) leads a righteous life, will receive their recompense from their Lord. They have nothing to fear, nor will they grieve.	Şüphesiz, inananlardan, Yahudi, Hristiyan ve diğer dinlerden olanlardan; her kim (1) TANRI'ya inanır ve (2) Son Gün'e inanır ve (3) doğru bir hayat sürerse, Rablerinden mükâfatlarını alacaklardır. Onların korkacakları bir şey yoktur, onlar üzülmeyecekler de.
29.sura.2.verses.63	We made a covenant with you, as we raised Mount Sinai above you: “You shall uphold what we have given you strongly, and remember its contents, that you may be saved.”	Biz, Sina Dağı'nı üzerinize kaldırdığımızda, sizinle bir antlaşma yaptık: “Size vermiş olduğumuza güçlü bir şekilde bağlı kalın ve onun içindekileri hatırlayın ki kurtulasınız.”
29.sura.2.verses.64	But you turned away thereafter, and if it were not for GOD’s grace towards you and His mercy, you would have been doomed.	Fakat siz daha sonra yüz çevirdiniz. Eğer TANRI'nın size karşı lütfu ve merhameti olmasaydı, siz mahkûm edilmiş olurdunuz.
29.sura.2.verses.65	You have known about those among you who desecrated the Sabbath. We said to them, “Be you as despicable as apes.”	Aranızdan Şabat Günü'ne saygısızlık edenleri bilmişsinizdir. Biz onlara “kuyruksuz maymunlar kadar aşağılık olun” dedik.
29.sura.2.verses.66	We set them up as an example for their generation, as well as subsequent generations, and an enlightenment for the righteous.	Biz onları hem kendi nesilleri hem de sonraki nesiller için bir ibret, doğrular için de bir aydınlanma kıldık.
29.sura.2.verses.67	Moses said to his people, “GOD commands you to sacrifice a heifer.” They said, “Are you mocking us?” He said, “GOD forbid, that I should behave like the ignorant ones.”	Musa halkına, “TANRI size bir düve kurban etmenizi emrediyor.” dedi. Onlar, “Bizimle alay mı ediyorsun?” dediler. O da, “TANRI korusun, o cahiller gibi davranacak olursam” dedi.
29.sura.2.verses.68	They said, “Call upon your Lord to show us which one.” He said, “He says that she is a heifer that is neither too old, nor too young; of an intermediate age. Now, carry out what you are commanded to do.”	Onlar, “Rabbine çağrıda bulun da bize hangisi olduğunu göstersin.” dediler. O da, “Ne çok yaşlı ne de çok genç, orta yaşta bir düve olduğunu söylüyor. Artık, yapmakla emrolunduğunuz şeyi yerine getirin.” dedi.
29.sura.2.verses.69	They said, “Call upon your Lord to show us her color.” He said, “He says that she is a yellow heifer, bright colored, pleases the beholders.”	Onlar, “Rabbine çağrıda bulun da bize onun rengini göstersin.” dediler. O da, “Bakan kimselerin hoşuna giden parklak renkli sarı bir düve olduğunu söylüyor.” dedi.
29.sura.2.verses.70	They said, “Call upon your Lord to show us which one. The heifers look alike to us and, GOD willing, we will be guided.”	Onlar, “Rabbine çağrıda bulun da bize hangisi olduğunu göstersin. Bize göre düveler birbirine benziyor ve TANRI irade ederse biz doğruya yönlendirileceğiz.” dediler.
29.sura.2.verses.71	He said, “He says that she is a heifer that was never humiliated in plowing the land or watering the crops; free from any blemish.” They said, “Now you have brought the truth.” They finally sacrificed her, after this lengthy reluctance.	O, “Onun, toprağı sürmekte ya da ekinleri sulamakta hiç horlanmamış, her türlü kusurdan uzak bir düve olduğunu söylüyor.” dedi. Onlar da, “Şimdi gerçeği getirdin.” dediler. Uzun süren bu isteksizlikten sonra nihayet onu kurban ettiler.
29.sura.2.titles.61	Israel Rebels 	İsrailli İsyancılar
29.sura.2.titles.62	Unity of\nAll Submitters 	Tüm Teslim Olanların\nBirliği
29.sura.2.titles.63	Covenant with Israel 	İsrail ile Antlaşma
29.sura.2.titles.67	The Heifer*	Düve*
29.notes.data[0]	*2:67 Although this sura contains important laws and commandments, including the contact prayers, fasting, Hajj pilgrimage, and the laws of marriage, divorce, etc., the name given to the sura is “The Heifer.” This reflects the crucial importance of submission to God and immediate, unwavering obedience to our Creator. Such submission proves our belief in God’s omnipotence and absolute authority. See also the Bible’s Book of Numbers, Chapter 19.	*2:67 Bu sure iletişim duaları, oruç, kutsal Hac yolculuğu ile evlilik, boşanma vb. kanunları içeren önemli yasa ve buyruklar içermesine rağmen, sureye “Düve” ismi verilmiştir. Bu, Tanrı’ya teslimiyetin ve Yaratıcımıza gecikmeksizin, tereddütsüz itaat etmenin kritik önemini yansıtır. Böyle bir teslimiyet, Tanrı’nın her şeye gücünün yettiğine ve mutlak otoritesine olan inancımızı kanıtlar. Ayrıca Kitab-ı Mukaddes’in Çölde Sayım Kitabı, Bölüm 19’a bakınız.
30.page[0]	8	8
30.page[1]	The Heifer (Al-Baqarah) 2:72-83	Düve (El-Bakara) 2:72-83
30.sura.2.verses.72	You had killed a person, then disputed among yourselves. GOD was to expose what you tried to conceal.	Siz bir kişiyi öldürmüştünüz, sonra da kendi aranızda çekişmiştiniz. TANRI, gizlemeye çalıştığınız şeyi açığa çıkaracaktı.
30.sura.2.verses.73	We said, “Strike (the victim) with part (of the heifer).” That is when GOD brought the victim back to life, and showed you His signs, that you may understand.	Biz, “(Düvenin) bir parçasıyla (maktule) vurun.” dedik. İşte o zaman, anlayasınız diye, TANRI maktulü hayata döndürdü ve size Kendisinin işaretlerini gösterdi.
30.sura.2.verses.74	Despite this, your hearts hardened like rocks, or even harder. For there are rocks from which rivers gush out. Others crack and release gentle streams, and other rocks cringe out of reverence for GOD. GOD is never unaware of anything you do.	Buna rağmen kalpleriniz kaya gibi katılaştı, hatta daha da katı oldu. Zira kayalar vardır, içlerinden ırmaklar fışkırır. Bazıları çatlayarak hafif akıntılar sızdırır ve öteki kayalar da TANRI'ya olan derin saygıdan büzüşür. TANRI yaptığınız hiçbir şeyden asla habersiz değildir.
